pdb_id,organism_scientific_name,tax_id,organism_synonyms,rank,genus,superkingdom,molecule_name,molecule_synonym,molecule_type,entity_id,modified_residue_flag,mutation_type,uniprot_accession,uniprot_id,gene_name,interacting_molecules,interacting_ligands,compound_id,compound_name,compound_systematic_name,entity_weight,number_of_polymers,number_of_polymer_residues,number_of_polymer_entities,number_of_bound_entities,number_of_protein_chains,max_observed_residues
2h2z,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,,,,,33876.637,1,306,1,0,1,306
2hob,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6X7,R1AB_CVHSA,"rep,1a-1b","N-[(5-METHYLISOXAZOL-3-YL)CARBONYL]ALANYL-L-VALYL-N~1~-((1R\,2Z)-4-(BENZYLOXY)-4-OXO-1-{[(3R)-2-OXOPYRROLIDIN-3-YL]METHYL}BUT-2-ENYL)-L-LEUCINAMIDE",,"010,02J,PJE","010 : phenylmethanol,02J : 5-methyl-1\,2-oxazole-3-carboxylic acid,PJE : (E\,4S)-4-azanyl-5-[(3S)-2-oxidanylidenepyrrolidin-3-yl]pent-2-enoic acid","PJE : (E\,4S)-4-azanyl-5-[(3S)-2-oxidanylidenepyrrolidin-3-yl]pent-2-enoic acid,02J : 5-methyl-1\,2-oxazole-3-carboxylic acid,010 : phenylmethanol",33876.637,2,312,2,0,2,306
2k7x,SARS coronavirus Sino1-11,255730,"Sars Coronavirus Sino1-11,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,SARS-CoV main protease,Orf1a polyprotein,Protein,1,N,,Q6JH47,Q6JH47_CVHSA,,,,,,,13282.979,1,120,1,0,1,120
2liz,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,,,,,,13282.979,1,120,1,0,1,120
2op9,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,Peptidase C30 domain-containing protein,"Orf1ab polyprotein,Peptidase C30 domain-containing protein",Protein,1,N,Cloning artifact,Q6T1E9,Q6T1E9_CVHSA,,,WR1 : NALPHA-[(BENZYLOXY)CARBONYL]-N-[(1R)-4-HYDROXY-1-METHYL-2-OXOBUTYL]-L-PHENYLALANINAMIDE,WR1,WR1 : NALPHA-[(BENZYLOXY)CARBONYL]-N-[(1R)-4-HYDROXY-1-METHYL-2-OXOBUTYL]-L-PHENYLALANINAMIDE,"WR1 : phenylmethyl N-[(2S)-1-[[(2R)-5-hydroxy-3-oxo-pentan-2-yl]amino]-1-oxo-3-phenyl-propan-2-yl]carbamate,WR1 : Nalpha-[(benzyloxy)carbonyl]-N-[(1R)-4-hydroxy-1-methyl-2-oxobutyl]-L-phenylalaninamide",33415.13,2,604,1,1,2,302
2pwx,SARS coronavirus BJ01,228407,"Sars Coronavirus Bj01,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,"Expression tag,Engineered mutation",P0C6X7,R1AB_CVHSA,"rep,1a-1b",,,,,,34034.79,1,308,1,0,1,289
2q6g,SARS coronavirus BJ01,228407,"Sars Coronavirus Bj01,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,Engineered mutation,P0C6X7,R1AB_CVHSA,"rep,1a-1b",Polypeptide chain,,,,,33809.566,4,634,2,0,4,305
2qc2,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,"Expression tag,Engineered mutation",P0C6X7,R1AB_CVHSA,"rep,1a-1b",,,,,,33977.742,2,616,1,0,2,305
2qcy,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,Engineered mutation,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,,,,,33790.52,1,306,1,0,1,306
2qiq,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,Expression tag,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,"CYV : ETHYL (4R)-4-{[(2R\,5S)-5-{[N-(TERT-BUTOXYCARBONYL)-L-SERYL]AMINO}-6-METHYL-2-(3-METHYLBUT-2-EN-1-YL)-4-OXOHEPTANOYL]AMINO}-5-[(3R)-2-OXOPYRROLIDIN-3-YL]PENTANOATE",CYV,"CYV : ETHYL (4R)-4-{[(2R\,5S)-5-{[N-(TERT-BUTOXYCARBONYL)-L-SERYL]AMINO}-6-METHYL-2-(3-METHYLBUT-2-EN-1-YL)-4-OXOHEPTANOYL]AMINO}-5-[(3R)-2-OXOPYRROLIDIN-3-YL]PENTANOATE","CYV : ethyl (4R)-4-[[(2R\,5S)-5-[[(2S)-3-hydroxy-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoyl]amino]-6-methyl-2-(3-methylbut-2-enyl)-4-oxo-heptanoyl]amino]-5-[(3R)-2-oxopyrrolidin-3-yl]pentanoate,CYV : ethyl (4R)-4-{[(2R\,5S)-5-{[N-(tert-butoxycarbonyl)-L-seryl]amino}-6-methyl-2-(3-methylbut-2-en-1-yl)-4-oxoheptanoyl]amino}-5-[(3R)-2-oxopyrrolidin-3-yl]pentanoate",33328.055,1,301,1,1,1,301
2v6n,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,,"MES,SO4,XP1","MES : 2-(N-MORPHOLINO)-ETHANESULFONIC ACID,SO4 : SULFATE ION,XP1 : 4-(DIMETHYLAMINO)BENZOIC ACID","MES : 2-morpholin-4-ium-4-ylethanesulfonate,XP1 : 4-(dimethylamino)benzoic acid,XP1 : 4-dimethylaminobenzoic acid,SO4 : sulfate",33876.637,1,306,1,3,1,306
2vj1,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,SARS CORONAVIRUS MAIN PROTEINASE,"Polyprotein orf1a,Orf1a polyprotein",Protein,1,N,,A7J8L3,A7J8L3_CVHSA,"PP1a,orf1ab",,,"BEZ,XP1,DMS","BEZ : BENZOIC ACID,XP1 : 4-(DIMETHYLAMINO)BENZOIC ACID,DMS : DIMETHYL SULFOXIDE","XP1 : 4-(dimethylamino)benzoic acid,XP1 : 4-dimethylaminobenzoic acid,DMS : methylsulfinylmethane,DMS : dimethyl sulfoxide,BEZ : benzoic acid",34343.13,2,618,1,3,2,300
2z3c,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6X7,R1AB_CVHSA,"rep,1a-1b",inhibitor,GOL : GLYCEROL,"KCQ,Z3E,ACE,ECQ,GOL","KCQ : (3S)-3-[(2S)-2-AMINO-3-OXOBUTYL]PYRROLIDIN-2-ONE,Z3E : O-benzyl-L-threonine,ACE : ACETYL GROUP,ECQ : (3S)-3-[(2S)-2-AMINO-3-HYDROXYBUTYL]PYRROLIDIN-2-ONE,GOL : GLYCEROL","ECQ : (3S)-3-[(2S\,3R)-2-amino-3-hydroxy-butyl]pyrrolidin-2-one,ACE : acetaldehyde,Z3E : O-benzyl-L-threonine,ACE : ethanal,Z3E : (2S\,3R)-2-azanyl-3-phenylmethoxy-butanoic acid,KCQ : (3S)-3-[(2S)-2-amino-3-oxo-butyl]pyrrolidin-2-one,ECQ : (3S)-3-[(2S\,3R)-2-amino-3-hydroxybutyl]pyrrolidin-2-one,GOL : propane-1\,2\,3-triol,KCQ : (3S)-3-[(2S)-2-amino-3-oxobutyl]pyrrolidin-2-one",33876.637,2,311,2,1,2,306
2z3d,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6X7,R1AB_CVHSA,"rep,1a-1b",Inhibitor,GOL : GLYCEROL,"OCQ,ACE,ECQ,GOL","OCQ : (3S)-3-[(2S)-2-AMINO-4-HYDROXY-3-OXOBUTYL]PYRROLIDIN-2-ONE,ACE : ACETYL GROUP,ECQ : (3S)-3-[(2S)-2-AMINO-3-HYDROXYBUTYL]PYRROLIDIN-2-ONE,GOL : GLYCEROL","ECQ : (3S)-3-[(2S\,3R)-2-amino-3-hydroxy-butyl]pyrrolidin-2-one,OCQ : (3S)-3-[(2S)-2-amino-4-hydroxy-3-oxobutyl]pyrrolidin-2-one,ACE : acetaldehyde,OCQ : (3S)-3-[(2S)-2-amino-4-hydroxy-3-oxo-butyl]pyrrolidin-2-one,ACE : ethanal,ECQ : (3S)-3-[(2S\,3R)-2-amino-3-hydroxybutyl]pyrrolidin-2-one,GOL : propane-1\,2\,3-triol",33876.637,2,311,2,1,2,306
2z3e,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6X7,2/3/20202/3/20202/3/2020,"rep,1a-1b",ACE VAL Z3E LEU KCQ peptide,GOL : GLYCEROL,"KCQ,Z3E,ACE,GOL","KCQ : (3S)-3-[(2S)-2-AMINO-3-OXOBUTYL]PYRROLIDIN-2-ONE,Z3E : O-benzyl-L-threonine,ACE : ACETYL GROUP,GOL : GLYCEROL","ACE : acetaldehyde,Z3E : O-benzyl-L-threonine,ACE : ethanal,Z3E : (2S\,3R)-2-azanyl-3-phenylmethoxy-butanoic acid,KCQ : (3S)-3-[(2S)-2-amino-3-oxo-butyl]pyrrolidin-2-one,GOL : propane-1\,2\,3-triol,KCQ : (3S)-3-[(2S)-2-amino-3-oxobutyl]pyrrolidin-2-one",33876.637,2,311,2,1,2,306
2z94,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,"TLD : 4-methylbenzene-1\,2-dithiol,ZN : ZINC ION","ZN,TLD","ZN : ZINC ION,TLD : 4-methylbenzene-1\,2-dithiol","ZN : zinc,ZN : zinc(+2) cation,TLD : 4-methylbenzene-1\,2-dithiol",33876.637,1,306,1,2,1,306
2z9g,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,"BNZ : BENZENE,HG : MERCURY (II) ION","BNZ,HG","BNZ : BENZENE,HG : MERCURY (II) ION","HG : mercury,BNZ : benzene,HG : mercury(+2) cation",33876.637,1,306,1,2,1,306
2z9j,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,"DMS : DIMETHYL SULFOXIDE,DTZ : zinc(II)hydrogensulfide","DTZ,DMS","DTZ : zinc(II)hydrogensulfide,DMS : DIMETHYL SULFOXIDE","DMS : methylsulfinylmethane,DTZ : zinc dihydrosulfide,DMS : dimethyl sulfoxide,DTZ : bis-sulfanylzinc",33876.637,2,612,1,2,2,304
